"","method","nsnp","b","se","pval","exp","run","mode"
"3553","Inverse variance weighted",18,0.413238055089851,0.020149878756776,1.81844609909769e-93,1,56,"D"
"4553","Simple mode",18,0.375843732865333,0.0522486819851505,1.50339828286795e-06,1,56,"D"
"5553","Weighted mode",18,0.3601249898813,0.0430167425111402,1.95591308710052e-07,1,56,"D"
"exposure1553","mvmr",50,0.409575582566752,0.0187648751679241,1.84666765380086e-28,1,56,"D"
"exposure2553","mvmr",50,1.76851201393153,0.14900818407783,1.13040464497912e-16,2,56,"D"
"1563","MR Egger",19,0.651538174183694,0.118063700380641,3.75937098132096e-05,1,57,"D"
"2563","Weighted median",19,0.414484914384315,0.0291280155963518,5.98797985001947e-46,1,57,"D"
"3563","Inverse variance weighted",19,0.435261787179485,0.0248756615286423,1.49707724941087e-68,1,57,"D"
"4563","Simple mode",19,0.415525472059584,0.0491689577002316,1.11261311298342e-07,1,57,"D"
"5563","Weighted mode",19,0.416941488830099,0.0461260509523878,4.12829259728614e-08,1,57,"D"
"exposure1563","mvmr",50,0.419441236722095,0.0164092608987085,7.66274916613844e-32,1,57,"D"
"exposure2563","mvmr",50,0.497298916103818,0.120747429820193,0.000131658508989968,2,57,"D"
"1573","MR Egger",16,0.334395668476931,0.0285505308240809,1.27619987948305e-08,1,58,"D"
"2573","Weighted median",16,0.35096175891107,0.0221976184449777,2.62182127917196e-56,1,58,"D"
"3573","Inverse variance weighted",16,0.380930020601815,0.0212049268587897,3.71447056266669e-72,1,58,"D"
"4573","Simple mode",16,0.403201183615052,0.046580024922081,3.21936932572503e-07,1,58,"D"
"5573","Weighted mode",16,0.353375011947419,0.0243400220584624,3.0748855683137e-10,1,58,"D"
"exposure1573","mvmr",50,0.41635919195661,0.0193355625721141,3.56143255058465e-28,1,58,"D"
"exposure2573","mvmr",50,-0.597619364896605,0.255480181306801,0.0230545469927527,2,58,"D"
"1583","MR Egger",19,0.384276635346293,0.0313093582539802,7.12222838170456e-10,1,59,"D"
"2583","Weighted median",19,0.340579866370899,0.0222571592973143,7.41010345281232e-53,1,59,"D"
"3583","Inverse variance weighted",19,0.359944644785941,0.0137413744788247,3.09217339662615e-151,1,59,"D"
"4583","Simple mode",19,0.331198118782048,0.0408807804973165,2.04675223838312e-07,1,59,"D"
"5583","Weighted mode",19,0.331198118782048,0.0345299679029,1.68993601478909e-08,1,59,"D"
"exposure1583","mvmr",50,0.363605050350336,0.0148509445663697,6.5417891213647e-31,1,59,"D"
"exposure2583","mvmr",50,0.126273469561853,0.143172950777759,0.381705105265132,2,59,"D"
"1593","MR Egger",18,0.0624221245218674,0.129555917601174,0.636460813858622,1,60,"D"
"2593","Weighted median",18,0.39510917534569,0.0260490383301905,5.76944542629902e-52,1,60,"D"
"3593","Inverse variance weighted",18,0.399851839874244,0.0160760146332828,1.47399094369295e-136,1,60,"D"
"4593","Simple mode",18,0.424460659890358,0.0482074579879677,9.66343368051624e-08,1,60,"D"
"5593","Weighted mode",18,0.416381703011117,0.0422663846717857,1.92744195123985e-08,1,60,"D"
"exposure1593","mvmr",50,0.395872959781314,0.0144550015286557,2.4023444578963e-33,1,60,"D"
"exposure2593","mvmr",50,0.817083911989547,0.14068669417846,3.46062452555019e-07,2,60,"D"
"1603","MR Egger",22,0.0225650136361554,0.0330454816654292,0.502537191401359,1,61,"D"
"2603","Weighted median",22,0.314012414713142,0.0250999180140136,6.5414788819189e-36,1,61,"D"
"3603","Inverse variance weighted",22,0.329599994877421,0.0316385613129196,2.05943025877781e-25,1,61,"D"
"4603","Simple mode",22,0.412726262873669,0.049393102206841,4.06952610115768e-08,1,61,"D"
"5603","Weighted mode",22,0.407835038335541,0.0478976299667828,2.98767642977408e-08,1,61,"D"
"exposure1603","mvmr",50,0.385858124920806,0.0164595252803831,5.60232877078615e-30,1,61,"D"
"exposure2603","mvmr",50,1.5654063619787,0.208981204707314,6.58058231451061e-10,2,61,"D"
"1615","MR Egger",16,0.271091977396084,0.0880290190810098,0.00815662068046964,1,62,"D"
"2615","Weighted median",16,0.381449995979911,0.0284566679208726,5.6835707514336e-41,1,62,"D"
"3615","Inverse variance weighted",16,0.380733612063222,0.0200817994473532,3.711757458085e-80,1,62,"D"
"4615","Simple mode",16,0.404138269575508,0.0515284809930383,1.09819965201462e-06,1,62,"D"
"5615","Weighted mode",16,0.404138269575508,0.0468694195695042,3.38079161603977e-07,1,62,"D"
"exposure1615","mvmr",50,0.376465051725612,0.0190567838684338,2.23525759874724e-26,1,62,"D"
"exposure2615","mvmr",50,-0.0704894758125374,0.194795905607154,0.718866447294721,2,62,"D"
"1623","MR Egger",21,0.45680953970289,0.073025490801632,5.24218443598942e-06,1,63,"D"
"2623","Weighted median",21,0.39934799681131,0.0232518790783337,4.09570389934719e-66,1,63,"D"
"3623","Inverse variance weighted",21,0.408303464316949,0.0151968248915947,5.24227522376447e-159,1,63,"D"
"4623","Simple mode",21,0.42588575538976,0.0425209583846038,3.08034593183012e-09,1,63,"D"
"5623","Weighted mode",21,0.401026717708855,0.0386431734489834,1.69006465048697e-09,1,63,"D"
"exposure1623","mvmr",50,0.405512331613702,0.0136567435574411,3.98371359981111e-35,1,63,"D"
"exposure2623","mvmr",50,0.30402013787362,0.136032290895727,0.0295814779219698,2,63,"D"
"1633","MR Egger",20,-0.0516284745988742,0.0536580713416162,0.348710106276024,1,64,"D"
"2633","Weighted median",20,0.39509494248912,0.0274178581258858,4.46858448989452e-47,1,64,"D"
"3633","Inverse variance weighted",20,0.373878779417992,0.0373615209676739,1.41914806884212e-23,1,64,"D"
"4633","Simple mode",20,0.429925074018538,0.0490626412107028,4.22328373476026e-08,1,64,"D"
"5633","Weighted mode",20,0.42807837550515,0.0485751410727456,3.86896515703329e-08,1,64,"D"
"exposure1633","mvmr",50,0.406001839753753,0.0182542288204074,7.38394576710665e-29,1,64,"D"
"exposure2633","mvmr",50,1.28373745314215,0.190765454542414,1.13284871617964e-08,2,64,"D"
"1643","MR Egger",19,0.00372187046302179,0.113715581258275,0.974271395404241,1,65,"D"
"2643","Weighted median",19,0.393155248158289,0.0246838054126234,4.07320123309997e-57,1,65,"D"
"3643","Inverse variance weighted",19,0.399681524801042,0.0179942290881528,2.6502248264659e-109,1,65,"D"
"4643","Simple mode",19,0.433298728343062,0.0452259718238368,1.71929259702785e-08,1,65,"D"
"5643","Weighted mode",19,0.424007463652259,0.0402372222925074,3.96535502524405e-09,1,65,"D"
"exposure1643","mvmr",50,0.387346957401798,0.0164689614279483,4.76683188442377e-30,1,65,"D"
"exposure2643","mvmr",50,0.945492984870379,0.180897405422375,2.85731983761035e-06,2,65,"D"
"1653","MR Egger",22,0.219253626294759,0.013908879458534,9.59947916693535e-13,1,66,"D"
"2653","Weighted median",22,0.270840869356902,0.0166446284427774,1.56059069251057e-59,1,66,"D"
"3653","Inverse variance weighted",22,0.30762324107504,0.0230077155843777,9.00089287533965e-41,1,66,"D"
"4653","Simple mode",22,0.417289682845926,0.0386351528107952,4.94529845829799e-10,1,66,"D"
"5653","Weighted mode",22,0.227479365819719,0.0135065002788747,1.12985050871996e-13,1,66,"D"
"exposure1653","mvmr",50,0.386609901636645,0.0160527761138157,1.47954737486318e-30,1,66,"D"
"exposure2653","mvmr",50,1.66803276200613,0.242481840204234,6.47722683782333e-09,2,66,"D"
"1663","MR Egger",18,0.143847526514123,0.0366062182846306,0.00119680857769177,1,67,"D"
"2663","Weighted median",18,0.375754235631524,0.0279082975348511,2.55124863151107e-41,1,67,"D"
"3663","Inverse variance weighted",18,0.370380996181894,0.0263989127870396,1.01919958078798e-44,1,67,"D"
"4663","Simple mode",18,0.409756500159419,0.0476624115172729,1.35146641411568e-07,1,67,"D"
"5663","Weighted mode",18,0.402500755950956,0.0655452953967401,1.08796485843777e-05,1,67,"D"
"exposure1663","mvmr",50,0.405155071001837,0.0163921998324806,4.08982015927949e-31,1,67,"D"
"exposure2663","mvmr",50,0.897828985462729,0.180593542776298,7.08886760917207e-06,2,67,"D"
"1673","MR Egger",19,0.0740847773997779,0.0467195042342762,0.131223908369141,1,68,"D"
"2673","Weighted median",19,0.369876847805178,0.0283168540304454,5.42298218475994e-39,1,68,"D"
"3673","Inverse variance weighted",19,0.342024675453999,0.0322059567585683,2.40768080548859e-26,1,68,"D"
"4673","Simple mode",19,0.387899321315753,0.045595929858685,1.00991374927719e-07,1,68,"D"
"5673","Weighted mode",19,0.382292751407404,0.0423953016620012,4.27983504612798e-08,1,68,"D"
"exposure1673","mvmr",50,0.387846567664886,0.0159690047883515,9.74835244537225e-31,1,68,"D"
"exposure2673","mvmr",50,0.819619068438631,0.11894475716362,6.1987891957123e-09,2,68,"D"
"1683","MR Egger",20,0.351023078842987,0.175277474462709,0.0605098471449777,1,69,"D"
"2683","Weighted median",20,0.370711279850951,0.0206209856229382,2.93019045278047e-72,1,69,"D"
"3683","Inverse variance weighted",20,0.379960986908348,0.0168566606055812,1.65665917782145e-112,1,69,"D"
"4683","Simple mode",20,0.372095010842166,0.031004808219893,2.58651008344854e-10,1,69,"D"
"5683","Weighted mode",20,0.370083045444604,0.0276121121550574,3.91813637592554e-11,1,69,"D"
"exposure1683","mvmr",50,0.37697739762037,0.0142988220048579,1.62879549553135e-32,1,69,"D"
"exposure2683","mvmr",50,0.654515696233956,0.162636255743529,0.000179263066972541,2,69,"D"
"1693","MR Egger",17,-0.0765903778704336,0.113775184674463,0.511076470858739,1,70,"D"
"2693","Weighted median",17,0.431270816856633,0.0261543059636109,4.36715888016713e-61,1,70,"D"
"3693","Inverse variance weighted",17,0.418065545438324,0.0219004881902624,3.09743442297716e-81,1,70,"D"
"4693","Simple mode",17,0.44670062265606,0.0462919870693539,4.50132925972705e-08,1,70,"D"
"5693","Weighted mode",17,0.447773914073946,0.0486808106014888,8.67384743694088e-08,1,70,"D"
"exposure1693","mvmr",50,0.405178882638517,0.0187434465848616,2.95036698668039e-28,1,70,"D"
"exposure2693","mvmr",50,0.572730989159882,0.178921327007943,0.00229534984920782,2,70,"D"
"1703","MR Egger",18,0.206562416767391,0.0254516684355953,4.59936606247244e-07,1,71,"D"
"2703","Weighted median",18,0.270535405752153,0.0219512882307176,6.69796248173431e-35,1,71,"D"
"3703","Inverse variance weighted",18,0.317937942092802,0.0308621283854393,6.9097532579007e-25,1,71,"D"
"4703","Simple mode",18,0.431485636293716,0.0736075835763994,1.8845365461662e-05,1,71,"D"
"5703","Weighted mode",18,0.226727265522798,0.0192770711715175,1.36712717294969e-09,1,71,"D"
"exposure1703","mvmr",50,0.390589710436174,0.0197832606405035,2.29782180141571e-26,1,71,"D"
"exposure2703","mvmr",50,1.13752219369311,0.207121408877292,1.09650905829031e-06,2,71,"D"
"1715","MR Egger",16,0.530394113656137,0.0815955560005712,1.40117376232449e-05,1,72,"D"
"2715","Weighted median",16,0.364974432868614,0.0285401861028893,1.91116278355956e-37,1,72,"D"
"3715","Inverse variance weighted",16,0.39638066036852,0.0247530691035464,1.03032004793975e-57,1,72,"D"
"4715","Simple mode",16,0.376222164899162,0.0499768978908659,1.80626280421227e-06,1,72,"D"
"5715","Weighted mode",16,0.359869155742722,0.0427473011659652,4.56981642572543e-07,1,72,"D"
"exposure1715","mvmr",50,0.38132342767637,0.0229849596622371,7.46773703665942e-23,1,72,"D"
"exposure2715","mvmr",50,0.55161221914742,0.249630338089187,0.0313849385122808,2,72,"D"
"1723","MR Egger",16,0.197298566125393,0.0742167040471078,0.0187190546008016,1,73,"D"
"2723","Weighted median",16,0.343439446026921,0.0306054678832724,3.19777258392655e-29,1,73,"D"
"3723","Inverse variance weighted",16,0.377889691951691,0.0189907954877982,4.18696286741615e-88,1,73,"D"
"4723","Simple mode",16,0.43004278527346,0.0522222339029527,6.01873457434503e-07,1,73,"D"
"5723","Weighted mode",16,0.324043789563539,0.0521641748963264,1.66385357556916e-05,1,73,"D"
"exposure1723","mvmr",50,0.391841874153535,0.0185425127871452,8.84688037068851e-28,1,73,"D"
"exposure2723","mvmr",50,0.162678804537949,0.18596550721148,0.385568160068233,2,73,"D"
"1733","MR Egger",15,-0.146978049512998,0.142191811783481,0.320141961587149,1,74,"D"
"2733","Weighted median",15,0.371345199999614,0.0295866331867499,3.91957627500842e-36,1,74,"D"
"3733","Inverse variance weighted",15,0.40352154226227,0.0214335322308058,4.56783820020605e-79,1,74,"D"
"4733","Simple mode",15,0.37648584926484,0.0473094246831237,1.45603113664706e-06,1,74,"D"
"5733","Weighted mode",15,0.364832222984296,0.0426425746565422,6.21465120351532e-07,1,74,"D"
"exposure1733","mvmr",50,0.395613530750113,0.0237414801433847,6.11563090260077e-23,1,74,"D"
"exposure2733","mvmr",50,0.0697255833174854,0.245150193323231,0.777176497921371,2,74,"D"
"1743","MR Egger",19,0.0690850306896283,0.0687664156703583,0.329159923022224,1,75,"D"
"2743","Weighted median",19,0.4008113511782,0.0242499856164316,2.2947696280211e-61,1,75,"D"
"3743","Inverse variance weighted",19,0.383804765643623,0.0196507356638041,5.94843398576583e-85,1,75,"D"
"4743","Simple mode",19,0.430229629953904,0.0428999719600635,8.54586016564627e-09,1,75,"D"
"5743","Weighted mode",19,0.427028800847857,0.0429601395624189,9.79504402771644e-09,1,75,"D"
"exposure1743","mvmr",50,0.398456141787712,0.0137037952235712,1.1591870090481e-34,1,75,"D"
"exposure2743","mvmr",50,0.549589689183407,0.150542225582481,0.000591000554740027,2,75,"D"
"1753","MR Egger",19,0.186639886419659,0.054980171792086,0.00344726699626645,1,76,"D"
"2753","Weighted median",19,0.358212154678188,0.027141518754804,9.01663788480094e-40,1,76,"D"
"3753","Inverse variance weighted",19,0.377462358456465,0.0203057800866853,3.9511163588687e-77,1,76,"D"
"4753","Simple mode",19,0.362705045748992,0.0475109272952148,4.74223733072745e-07,1,76,"D"
"5753","Weighted mode",19,0.361637438418226,0.0484885713743133,6.5554533878296e-07,1,76,"D"
"exposure1753","mvmr",50,0.377593903683654,0.0193818170858225,4.32797435794922e-26,1,76,"D"
"exposure2753","mvmr",50,0.343961004194393,0.179992752896243,0.0613227416855328,2,76,"D"
"1763","MR Egger",18,-0.04531493898598,0.123221633565323,0.717878045905921,1,77,"D"
"2763","Weighted median",18,0.378170494761383,0.0289517864722887,5.42270583044822e-39,1,77,"D"
"3763","Inverse variance weighted",18,0.405599698617755,0.0211841988609693,1.03849372734403e-81,1,77,"D"
"4763","Simple mode",18,0.482502628368921,0.0616386480168372,4.90126451719205e-07,1,77,"D"
"5763","Weighted mode",18,0.336138711560745,0.0463868067960207,1.36606399561487e-06,1,77,"D"
"exposure1763","mvmr",50,0.395804258709329,0.0179648724474188,1.17085238145504e-28,1,77,"D"
"exposure2763","mvmr",50,0.804207435136625,0.197949360331727,0.000158169663382162,2,77,"D"
"1773","MR Egger",17,0.185868889196154,0.0577147187844849,0.00571895126605466,1,78,"D"
"2773","Weighted median",17,0.406119236933212,0.0267203621950147,3.5978888919891e-52,1,78,"D"
"3773","Inverse variance weighted",17,0.397820182980414,0.0193855242506395,1.38354822637384e-93,1,78,"D"
"4773","Simple mode",17,0.431455470606603,0.0515538966573653,3.07431740406015e-07,1,78,"D"
"5773","Weighted mode",17,0.425723396564876,0.0573703953359509,1.45011629511824e-06,1,78,"D"
"exposure1773","mvmr",50,0.406603754452536,0.0166394606025454,7.20362728267845e-31,1,78,"D"
"exposure2773","mvmr",50,0.448556997955634,0.191409536873428,0.0228186946511272,2,78,"D"
"1783","MR Egger",18,-0.12026101262955,0.127990843803064,0.361389166804775,1,79,"D"
"2783","Weighted median",18,0.40251294814955,0.0280392639373739,9.86516984729811e-47,1,79,"D"
"3783","Inverse variance weighted",18,0.433949957823987,0.0271583053919283,1.80331867967621e-57,1,79,"D"
"4783","Simple mode",18,0.392417259836089,0.0466380709177457,1.82372755304813e-07,1,79,"D"
"5783","Weighted mode",18,0.386403950079321,0.0381337710148558,1.27550671041984e-08,1,79,"D"
"exposure1783","mvmr",50,0.416213178409839,0.0195680737724337,6.46081043462159e-28,1,79,"D"
"exposure2783","mvmr",50,0.717125940776833,0.207026118276728,0.00105007820832562,2,79,"D"
"1793","MR Egger",19,0.0180050761212262,0.136386889164414,0.896522540234673,1,80,"D"
"2793","Weighted median",19,0.398627475845647,0.026745307153887,3.07757840676121e-50,1,80,"D"
"3793","Inverse variance weighted",19,0.418034625533389,0.0176530758040022,5.7201632673819e-124,1,80,"D"
"4793","Simple mode",19,0.40575100365403,0.0428416804919794,2.04777029354841e-08,1,80,"D"
"5793","Weighted mode",19,0.396777380114777,0.041246966808808,1.61682030180924e-08,1,80,"D"
"exposure1793","mvmr",50,0.398470599315971,0.0185651099056273,4.16933045761979e-28,1,80,"D"
"exposure2793","mvmr",50,0.855331160312944,0.185371729647461,2.47063731718876e-05,2,80,"D"
"1803","MR Egger",13,-0.0622919397599931,0.229204678015676,0.790828709670976,1,81,"D"
"2803","Weighted median",13,0.410154876987363,0.0343497293208932,7.27350838856022e-33,1,81,"D"
"3803","Inverse variance weighted",13,0.397752001976391,0.0245964253102302,8.06056474686431e-59,1,81,"D"
"4803","Simple mode",13,0.422841822719103,0.0627952547856927,2.09237596671141e-05,1,81,"D"
"5803","Weighted mode",13,0.423916509528135,0.0625794303460436,1.97474177534092e-05,1,81,"D"
"exposure1803","mvmr",50,0.39285329151143,0.023517819207328,5.46868021457487e-23,1,81,"D"
"exposure2803","mvmr",50,0.43284045939389,0.216075451182066,0.0501864388866229,2,81,"D"
"1815","MR Egger",19,0.718112430120265,0.0495732879772845,5.3777846007688e-11,1,82,"D"
"2815","Weighted median",19,0.391314112473325,0.0288455016036315,6.38243415597246e-42,1,82,"D"
"3815","Inverse variance weighted",19,0.466874016419008,0.0393898939693686,2.08530126775956e-32,1,82,"D"
"4815","Simple mode",19,0.373782761897831,0.0475420255664317,3.13623517020162e-07,1,82,"D"
"5815","Weighted mode",19,0.37536494615864,0.0454020795200224,1.52912699825873e-07,1,82,"D"
"exposure1815","mvmr",50,0.375658770111217,0.0181394188685322,2.34086760169993e-27,1,82,"D"
"exposure2815","mvmr",50,1.43900791034545,0.165043431339674,6.938226558618e-12,2,82,"D"
"1823","MR Egger",20,0.288361350567904,0.0299599762849003,1.60324432223777e-08,1,83,"D"
"2823","Weighted median",20,0.30624593380202,0.0198452072775282,1.00145078829425e-53,1,83,"D"
"3823","Inverse variance weighted",20,0.341440302222263,0.0191434127405248,3.71904369991703e-71,1,83,"D"
"4823","Simple mode",20,0.335827428176696,0.0417277085301678,1.5331003486751e-07,1,83,"D"
"5823","Weighted mode",20,0.313433341113683,0.0214697952657141,8.85866363602613e-12,1,83,"D"
"exposure1823","mvmr",50,0.356522302618594,0.0180111467778389,2.03204525137123e-26,1,83,"D"
"exposure2823","mvmr",50,0.360274585142565,0.256995624481289,0.166676058250898,2,83,"D"
"1833","MR Egger",22,0.193632392249498,0.0218986189343566,2.4009962425273e-08,1,84,"D"
"2833","Weighted median",22,0.326065067860959,0.0237244809912943,5.54677633727741e-43,1,84,"D"
"3833","Inverse variance weighted",22,0.337987430998257,0.0239435371565248,3.02608896820162e-45,1,84,"D"
"4833","Simple mode",22,0.374088336351193,0.0429789860396393,2.0759698574001e-08,1,84,"D"
